chr,strand,start,end,Transcript,Splicing_type,exon_pair_len
chr7,+,888054,894643,NM_001367705.1,BS,6589
chr6,+,13182750,13185237,NM_001322313.2,BS,2487
chr6,+,13185030,13230425,NM_001322313.2,BS,45395
chr7,+,157202488,157210133,NM_058246.4,BS,7645
chr14,+,67843155,67853233,NM_004094.5,BS,10078
chr1,+,76775190,76779684,NM_001349106.2,BS,4494
chr8,-,37267864,37270286,NR_170191.1,BS,2422
chr8,-,37278858,37330728,NR_170191.1,BS,51870
chr19,+,39218955,39219794,NM_001322033.2,BS,839
chr19,+,39201915,39214717,NM_001322033.2,BS,12802
chr4,+,184190123,184241930,NM_024949.6,BS,51807
chr3,+,109136579,109178775,NR_109841.1,BS,42196
chr5,+,176671195,176727214,NM_022455.5,BS,56019
chr5,+,176673678,176727214,NM_022455.5,BS,53536
chr6,-,32805517,32806516,NM_001290043.2,BS,999
chr10,-,75608770,75612077,NR_160040.1,BS,3307
chr3,-,49061757,49062011,NM_000884.3,BS,254
chr3,-,49061757,49066239,NM_000884.3,BS,4482
chr3,-,49061757,49065755,NM_000884.3,BS,3998
chr3,-,49061757,49064042,NM_000884.3,BS,2285
chr3,-,49061757,49062702,NM_000884.3,BS,945
chr3,-,49061757,49064480,NM_000884.3,BS,2723
chr3,-,49061757,49064319,NM_000884.3,BS,2562
chr4,+,186168447,186253913,NM_001378032.2,BS,85466
chr4,+,186188122,186244954,NM_001378032.2,BS,56832
chr4,+,186168447,186285120,NM_001378032.2,BS,116673
chr4,+,186168447,186260664,NM_001378032.2,BS,92217
chr4,+,186168447,186242018,NM_001378032.2,BS,73571
chr4,+,186231788,186244954,NM_001378032.2,BS,13166
chr4,+,186231788,186272763,NM_001378032.2,BS,40975
chr4,+,186231788,186263270,NM_001378032.2,BS,31482
chr4,+,186231788,186274756,NM_001378032.2,BS,42968
chr4,+,186188122,186204056,NM_001378032.2,BS,15934
chr4,+,186168447,186204056,NM_001378032.2,BS,35609
chr4,+,186168447,186263270,NM_001378032.2,BS,94823
chr4,+,186203957,186209236,NM_001378032.2,BS,5279
chr4,+,186180001,186242018,NM_001378032.2,BS,62017
chr4,+,186168447,186272763,NM_001378032.2,BS,104316
chr4,+,186231788,186283259,NM_001378032.2,BS,51471
chr4,+,186185591,186263270,NM_001378032.2,BS,77679
chr4,+,186168447,186267804,NM_001378032.2,BS,99357
chr4,+,186185591,186242018,NM_001378032.2,BS,56427
chr4,+,186168447,186283865,NM_001378032.2,BS,115418
chr4,+,186180001,186272763,NM_001378032.2,BS,92762
chr4,+,186168447,186244954,NM_001378032.2,BS,76507
chr4,+,186168447,186274756,NM_001378032.2,BS,106309
chr4,+,186180001,186283259,NM_001378032.2,BS,103258
chr4,+,186185591,186274756,NM_001378032.2,BS,89165
chr4,+,186180001,186253913,NM_001378032.2,BS,73912
chr4,+,186188122,186267804,NM_001378032.2,BS,79682
chr4,+,186180001,186244954,NM_001378032.2,BS,64953
chr12,-,110367608,110403382,NM_057169.5,BS,35774
chr12,-,110367608,110418851,NM_057169.5,BS,51243
chr11,-,119981993,119986122,NM_012101.4,BS,4129
chr11,-,119981993,119991373,NM_012101.4,BS,9380
chr11,-,119981993,119993763,NM_012101.4,BS,11770
chr2,-,33808726,33817281,NM_015475.5,BS,8555
chr17,-,57075562,57093160,NR_148346.2,BS,17598
chrX,+,7252026,7272682,NM_001320751.2,BS,20656
chr17,-,39911981,39915122,NM_001352776.2,BS,3141
chr17,-,67304420,67311774,NM_018672.5,BS,7354
chr4,+,86844800,86916810,NM_001025616.3,BS,72010
chr10,+,88939831,88951222,NM_001377169.1,BS,11391
chr16,+,20838379,20860987,NM_001199053.2,BS,22608
chr16,+,20851076,20860987,NM_001199053.2,BS,9911
chr17,+,29311634,29326929,NM_001184992.2,BS,15295
chr17,+,29320857,29326929,NM_001184992.2,BS,6072
chr17,+,29314961,29326929,NM_001184992.2,BS,11968
chr18,-,74728787,74778341,NM_001025101.2,BS,49554
chr18,-,74728787,74817242,NM_001025101.2,BS,88455
chr7,-,26236934,26240366,NM_031243.3,BS,3432
chr7,-,26236176,26240366,NM_031243.3,BS,4190
chr15,-,41809373,41822177,NM_015540.4,BS,12804
chr15,-,41809373,41814448,NM_015540.4,BS,5075
chr15,-,41809373,41827133,NM_015540.4,BS,17760
chr15,-,41809373,41819499,NM_015540.4,BS,10126
chr15,-,41809373,41820225,NM_015540.4,BS,10852
chr15,-,41809373,41810380,NM_015540.4,BS,1007
chr11,-,8693332,8701610,NM_001388024.1,BS,8278
chr11,-,8701166,8701610,NM_001388024.1,BS,444
chr11,-,8667287,8701610,NM_001388024.1,BS,34323
chr11,-,8671286,8701610,NM_001388024.1,BS,30324
chr11,-,8696352,8701610,NM_001388024.1,BS,5258
chr11,-,8673346,8701610,NM_001388024.1,BS,28264
chr12,-,6679247,6680198,NM_001273.5,BS,951
chr3,-,125725199,125741775,NM_001008487.2,BS,16576
chr8,+,27970535,28048670,NM_001284222.2,BS,78135
chr16,+,2867801,2871720,NM_006799.4,BS,3919
chr14,+,73525241,73543076,NM_021239.3,BS,17835
chr8,+,28747911,28876430,NM_001324393.2,BS,128519
chr5,+,34918468,34923339,NR_169876.1,BS,4871
chr5,+,34918468,34919988,NR_169876.1,BS,1520
chr5,+,34918468,34922873,NR_169876.1,BS,4405
chr7,-,73113539,73123452,NM_004603.4,BS,9913
chr14,-,23815526,23817880,NM_020372.4,BS,2354
chr5,-,56234709,56247950,NM_001297598.2,BS,13241
chr10,+,116888170,116925405,NR_074088.3,BS,37235
chr17,-,42449548,42461314,NM_000419.5,BS,11766
chr10,+,22648339,22653948,NM_001253854.2,BS,5609
chr10,+,22648339,22690206,NM_001253854.2,BS,41867
chr16,+,67700716,67702658,NM_001012984.3,BS,1942
chr17,+,38151428,38154212,NM_002809.4,BS,2784
chr17,+,38137059,38142965,NM_002809.4,BS,5906
chr17,+,38151206,38154212,NM_002809.4,BS,3006
chr17,+,38152435,38154212,NM_002809.4,BS,1777
chr17,+,38142827,38154212,NM_002809.4,BS,11385
chrX,-,70329077,70331427,NM_000206.3,BS,2350
chrX,-,70327253,70328196,NM_000206.3,BS,943
chr5,-,138784248,138837392,NM_001077693.4,BS,53144
chr5,-,138784248,138837768,NM_001077693.4,BS,53520
chr5,-,138784248,138837189,NM_001077693.4,BS,52941
chr5,-,138837130,138837392,NM_001077693.4,BS,262
chrX,+,117577522,117583924,NM_019045.5,BS,6402
chr11,-,8474368,8496613,NM_001352389.2,BS,22245
chr11,-,8435041,8476379,NM_001352389.2,BS,41338
chr11,-,8474368,8502161,NM_001352389.2,BS,27793
chr11,-,8435041,8462300,NM_001352389.2,BS,27259
chr11,-,8435041,8486369,NM_001352389.2,BS,51328
chr3,+,184033276,184046544,NM_001291157.2,BS,13268
chr1,-,93001593,93170301,NM_001377213.1,BS,168708
chr1,-,93089732,93128422,NM_001377213.1,BS,38690
chr1,-,93001593,93073284,NM_001377213.1,BS,71691
chr1,-,93159358,93169478,NM_001377213.1,BS,10120
chr1,-,93167697,93169478,NM_001377213.1,BS,1781
chr1,-,93128275,93163542,NM_001377213.1,BS,35267
chr1,+,231837700,231931042,NM_001164537.2,BS,93342
chr1,+,231881149,231954263,NM_001164537.2,BS,73114
chr1,+,231881149,231906816,NM_001164537.2,BS,25667
chr1,+,231902885,231931042,NM_001164537.2,BS,28157
chr15,+,36936478,37100690,NM_001321757.2,BS,164212
chr17,+,78965640,78973933,NM_024591.5,BS,8293
chr17,+,78968818,78973933,NM_024591.5,BS,5115
chr17,+,78969471,78973933,NM_024591.5,BS,4462
chr2,-,1635658,1677584,NM_012293.3,BS,41926
chr2,-,1635658,1670258,NM_012293.3,BS,34600
chr2,-,1635658,1658280,NM_012293.3,BS,22622
chr2,-,1635658,1648524,NM_012293.3,BS,12866
chr2,-,1635658,1642750,NM_012293.3,BS,7092
chr2,-,1635658,1695771,NM_012293.3,BS,60113
chr2,-,1635658,1691475,NM_012293.3,BS,55817
chr2,-,1635658,1684134,NM_012293.3,BS,48476
chr2,-,1635658,1653447,NM_012293.3,BS,17789
chr2,-,1635658,1657557,NM_012293.3,BS,21899
chr2,+,201603382,201627077,NR_135011.1,BS,23695
chr2,+,201612670,201627077,NR_135011.1,BS,14407
chr1,-,149902683,149908266,NM_181873.3,BS,5583
chr7,+,29726894,29736660,NR_158194.1,BS,9766
chr7,+,29734183,29736660,NR_158194.1,BS,2477
chr7,+,72352019,72400649,NM_001387688.1,BS,48630
chr7,+,72352019,72361649,NM_001387688.1,BS,9630
chr7,+,72350741,72397501,NM_001387688.1,BS,46760
chr19,+,31038849,31134483,NM_001352260.2,BS,95634
chr14,+,71540261,71582099,NM_014982.3,BS,41838
chr14,+,71571951,71582099,NM_014982.3,BS,10148
chr14,+,71517368,71582099,NM_014982.3,BS,64731
chr14,+,71413631,71582099,NM_014982.3,BS,168468
chrX,-,2822012,2843806,NM_001669.4,BS,21794
chr11,-,46435649,46455178,NR_160027.1,BS,19529
chr11,-,46452440,46455178,NR_160027.1,BS,2738
chr11,-,46439462,46452637,NR_160027.1,BS,13175
chr11,-,46452440,46465148,NR_160027.1,BS,12708
chr11,-,46452440,46456587,NR_160027.1,BS,4147
chr2,+,71368361,71377231,NM_005791.3,BS,8870
chr2,+,136379063,136482839,NM_001378107.1,BS,103776
chr2,+,136437742,136482839,NM_001378107.1,BS,45097
chr2,+,136432901,136482839,NM_001378107.1,BS,49938
chr2,+,136467002,136482839,NM_001378107.1,BS,15837
chr20,+,18278628,18287460,NM_001352450.2,BS,8832
chr20,+,18278932,18287460,NM_001352450.2,BS,8528
chr20,+,18285651,18297640,NM_001352450.2,BS,11989
chr20,+,18290812,18297640,NM_001352450.2,BS,6828
chr22,-,18384643,18507327,NM_015241.3,BS,122684
chr8,-,53122589,53130461,NM_001352877.2,BS,7872
chr8,-,53084128,53085143,NM_001352877.2,BS,1015
chr8,-,53122589,53142637,NM_001352877.2,BS,20048
chr6,-,109765264,109774570,NM_001286613.2,BS,9306
chr1,-,44462154,44466970,NM_201649.4,BS,4816
chrX,+,24521443,24568583,NM_001142386.3,BS,47140
chrX,+,24552045,24568583,NM_001142386.3,BS,16538
chrX,+,24512858,24568583,NM_001142386.3,BS,55725
chr9,+,135759297,135765417,NM_001316897.2,BS,6120
chr4,-,150531208,150663891,NM_001378177.1,BS,132683
chr4,-,150603269,150669907,NM_001378177.1,BS,66638
chr14,+,58907938,58915211,NM_001244189.2,BS,7273
chr14,+,58907938,58953884,NM_001244189.2,BS,45946
chr14,+,58907938,58979345,NM_001244189.2,BS,71407
chr14,+,58907938,58965678,NM_001244189.2,BS,57740
chr19,+,45261502,45263301,NM_005178.5,BS,1799
chr19,+,45260583,45263301,NM_005178.5,BS,2718
chr19,+,45260273,45263301,NM_005178.5,BS,3028
chr19,+,45254483,45263301,NM_005178.5,BS,8818
chr19,+,45259488,45263301,NM_005178.5,BS,3813
chr2,-,131805448,131810588,NM_001321743.1,BS,5140
chr2,-,131805448,131840230,NM_001321743.1,BS,34782
chr2,-,131805448,131829511,NM_001321743.1,BS,24063
chr13,+,24823614,24881207,NM_001286792.2,BS,57593
chr20,-,46025892,46040138,NR_146494.1,BS,14246
chr12,-,46355482,46384357,NM_004719.3,BS,28875
chr12,-,46312913,46316937,NM_004719.3,BS,4024
chr12,-,46312913,46328068,NM_004719.3,BS,15155
chr12,-,46357889,46384357,NM_004719.3,BS,26468
chr2,-,216269111,216300791,NM_212482.4,BS,31680
chr2,-,216251411,216300791,NM_212482.4,BS,49380
chr2,-,216273020,216300791,NM_212482.4,BS,27771
chr2,-,216274656,216300791,NM_212482.4,BS,26135
chr2,-,219314973,219362880,NM_020935.3,BS,47907
chr2,-,219314973,219394763,NM_020935.3,BS,79790
chr2,-,219314973,219344438,NM_020935.3,BS,29465
chr19,+,50172107,50177173,NR_104201.1,BS,5066
chr19,+,50173472,50177173,NR_104201.1,BS,3701
chr19,+,50169941,50177173,NR_104201.1,BS,7232
chr19,+,50170275,50177173,NR_104201.1,BS,6898
chr11,+,67786065,67796743,NM_001161473.3,BS,10678
chr11,+,67790062,67795378,NM_001161473.3,BS,5316
chr11,+,67795216,67796743,NM_001161473.3,BS,1527
chr11,+,67786065,67795378,NM_001161473.3,BS,9313
chr20,-,5099414,5107268,NM_002592.2,BS,7854
chr20,-,5095598,5098310,NM_002592.2,BS,2712
chr20,-,5095598,5100560,NM_002592.2,BS,4962
chr20,-,5100223,5107268,NM_002592.2,BS,7045
chr19,+,41123095,41131914,NM_001042544.1,BS,8819
chr19,+,41123095,41128926,NM_001042544.1,BS,5831
chr19,+,41123095,41128572,NM_001042544.1,BS,5477
chr19,+,41103140,41113435,NM_001042544.1,BS,10295
chr19,+,41103140,41129637,NM_001042544.1,BS,26497
chr19,+,41113270,41135725,NM_001042544.1,BS,22455
chr11,+,108002633,108009768,NM_001386682.1,BS,7135
chr11,+,107999369,108009768,NM_001386682.1,BS,10399
chr11,+,108002633,108004664,NM_001386682.1,BS,2031
chr11,+,108002633,108014774,NM_001386682.1,BS,12141
chr11,+,107999369,108005969,NM_001386682.1,BS,6600
chr11,+,107999369,108002681,NM_001386682.1,BS,3312
chr11,+,108002633,108010942,NM_001386682.1,BS,8309
chr11,+,108002633,108005043,NM_001386682.1,BS,2410
chr11,+,107999369,108004664,NM_001386682.1,BS,5295
chr11,+,107999369,108005043,NM_001386682.1,BS,5674
chr11,+,108002633,108017086,NM_001386682.1,BS,14453
chr11,+,108002633,108013277,NM_001386682.1,BS,10644
chr11,+,108002633,108005969,NM_001386682.1,BS,3336
chr3,-,67425142,67451275,NM_003848.4,BS,26133
chr15,-,65451024,65459123,NR_133680.2,BS,8099
chr1,-,16450831,16464925,NM_004431.5,BS,14094
chr12,+,7260903,7261543,NR_026947.1,BS,640
chrY,-,15360258,15411024,NR_047607.1,BS,50766
chr5,-,150409505,150443308,NM_001252385.2,BS,33803
chr5,-,150409505,150413360,NM_001252385.2,BS,3855
chr5,-,150409505,150415268,NM_001252385.2,BS,5763
chr12,+,113871938,113876081,NM_138432.4,BS,4143
chr2,-,188245403,188312979,NM_001369434.1,BS,67576
chr2,-,188225324,188312979,NM_001369434.1,BS,87655
chr2,+,201390864,201407387,NM_001160033.1,BS,16523
chr2,+,201390864,201440184,NM_001160033.1,BS,49320
chr12,-,96051582,96077487,NM_021229.4,BS,25905
chr2,-,188328956,188349714,NM_001329239.2,BS,20758
chr2,-,188361607,188419162,NM_001329239.2,BS,57555
chr14,+,86019076,86027633,NR_144387.2,BS,8557
chr15,+,25212175,25213229,NM_001378254.1,BS,1054
chr15,+,25200133,25213229,NM_001378254.1,BS,13096
chr9,-,130500595,130505243,NM_170600.3,BS,4648
chr9,-,130500595,130504238,NM_170600.3,BS,3643
chr1,-,202300784,202302463,NM_001310326.2,BS,1679
chr1,-,202300784,202302221,NM_001310326.2,BS,1437
chr1,-,202300784,202304946,NM_001310326.2,BS,4162
chr11,-,130104050,130131824,NR_163265.1,BS,27774
chr9,+,112642830,112900819,NM_007203.5,BS,257989
chr9,+,112686014,112778319,NM_007203.5,BS,92305
chr9,+,112694206,112778319,NM_007203.5,BS,84113
chr10,+,98593162,98724193,NM_032440.4,BS,131031
chr10,+,98667021,98724193,NM_032440.4,BS,57172
chrX,+,133607388,133634698,NM_000194.3,BS,27310
chrX,+,133632419,133634698,NM_000194.3,BS,2279
chrX,+,133632637,133634698,NM_000194.3,BS,2061
chr6,-,86267693,86290976,NM_001350532.2,BS,23283
chr6,-,86252899,86290976,NM_001350532.2,BS,38077
chr17,+,7345094,7348256,NM_004112.4,BS,3162
chr7,+,43982424,43995735,NM_015983.4,BS,13311
chr7,+,43966034,43982630,NM_015983.4,BS,16596
chr5,+,138642927,138658195,NM_001400456.1,BS,15268
chr5,+,138642927,138661973,NM_001400456.1,BS,19046
chr5,+,138642927,138651877,NM_001400456.1,BS,8950
chr5,+,138642927,138650425,NM_001400456.1,BS,7498
chr5,+,138642927,138661351,NM_001400456.1,BS,18424
chr1,-,5922870,6038473,NR_111987.2,BS,115603
chr1,-,5922870,5926518,NR_111987.2,BS,3648
chr1,-,5922870,5927956,NR_111987.2,BS,5086
chr1,-,5922870,5935160,NR_111987.2,BS,12290
chr1,-,5922870,5924577,NR_111987.2,BS,1707
chr6,+,53859587,53862465,NR_125842.1,BS,2878
chr12,-,22625677,22668084,NM_001385322.1,BS,42407
chr1,+,156052738,156105103,NM_001282625.2,BS,52365
chr3,-,37832333,37862591,NR_110532.1,BS,30258
chr3,-,38616787,38639458,NM_198056.3,BS,22671
chr3,-,38620824,38651455,NM_198056.3,BS,30631
chr3,-,38627181,38651455,NM_198056.3,BS,24274
chr22,-,36134782,36157515,NM_001082578.4,BS,22733
chr15,+,79177308,79186572,NM_206839.3,BS,9264
chr15,+,79177308,79187246,NM_206839.3,BS,9938
chr15,+,79177308,79179691,NM_206839.3,BS,2383
chr10,+,43613820,43625799,NM_020975.6,BS,11979
chr19,-,55773590,55777654,NM_001130106.2,BS,4064
chr19,-,55773590,55789214,NM_001130106.2,BS,15624
chr6,-,32546551,32548633,NM_002124.4,BS,2082
chr6,-,32546551,32552155,NM_002124.4,BS,5604
chr6,-,32546551,32548047,NM_002124.4,BS,1496
chrX,-,44382884,44386611,NM_173794.4,BS,3727
chr16,+,66968373,66973261,NM_003869.6,BS,4888
chr16,+,66971939,66978999,NM_003869.6,BS,7060
chr4,-,78634540,78695870,NM_001365006.1,BS,61330
chr4,-,78634540,78652692,NM_001365006.1,BS,18152
chr4,-,78634540,78647523,NM_001365006.1,BS,12983
chr4,-,78634540,78669538,NM_001365006.1,BS,34998
chr15,-,77544708,77576372,NM_001385026.1,BS,31664
chr2,+,74317023,74335303,NM_001287491.2,BS,18280
chr2,+,74307624,74335303,NM_001287491.2,BS,27679
chr9,-,132575220,132580926,NM_000113.3,BS,5706
chr10,-,28358700,28543805,NM_173496.5,BS,185105
chr7,+,112098915,112117258,NM_001007245.3,BS,18343
chr3,+,1168388,1339675,NM_001349351.2,BS,171287
chr3,+,1168388,1189747,NM_001349351.2,BS,21359
chr3,+,1168388,1269677,NM_001349351.2,BS,101289
chr17,+,7803607,7816073,NM_001005273.3,BS,12466
chr20,+,37101485,37195875,NM_020336.4,BS,94390
chr1,-,243242289,243265046,NR_029401.1,BS,22757
chr1,-,243219615,243233006,NR_029401.1,BS,13391
chrX,+,55249053,55250541,NM_130467.5,BS,1488
chr19,-,42462437,42463473,NM_006423.3,BS,1036
chrX,+,114795500,114864279,NM_001282337.2,BS,68779
chrX,+,114795500,114856721,NM_001282337.2,BS,61221
chrX,+,114795500,114871290,NM_001282337.2,BS,75790
chr16,+,90044046,90055359,NR_003228.1,BS,11313
chr16,+,90055259,90066705,NR_003228.1,BS,11446
chr19,-,4360366,4362382,NM_003025.4,BS,2016
chr19,-,4360366,4365622,NM_003025.4,BS,5256
chr19,-,4360366,4366570,NM_003025.4,BS,6204
chr8,+,1624698,1656642,NM_001346810.2,BS,31944
chr2,+,30785011,30867091,NM_001304445.2,BS,82080
chr16,-,108057,112050,NM_022450.5,BS,3993
chr16,-,108057,111457,NM_022450.5,BS,3400
chr16,-,108057,109125,NM_022450.5,BS,1068
chr16,-,108057,111279,NM_022450.5,BS,3222
chr16,-,108057,111694,NM_022450.5,BS,3637
chr9,-,84198597,84208189,NM_001303103.2,BS,9592
chr9,-,84198597,84225211,NM_001303103.2,BS,26614
chr9,-,84198597,84268951,NM_001303103.2,BS,70354
chr9,-,84198597,84249216,NM_001303103.2,BS,50619
chr9,+,139607023,139612163,NM_152421.4,BS,5140
chr22,+,39907292,39910229,NM_001304564.2,BS,2937
chr1,-,21074036,21076468,NR_164850.1,BS,2432
chr1,-,21091869,21113800,NR_164850.1,BS,21931
chr19,+,14507153,14518821,NM_078481.4,BS,11668
chr11,-,14526421,14540587,NM_148976.3,BS,14166
chr8,+,9584150,9639856,NM_003747.3,BS,55706
chr8,+,9437668,9639856,NM_003747.3,BS,202188
chr7,+,89789071,89794141,NM_012449.3,BS,5070
chr17,-,79994066,79995573,NM_016286.4,BS,1507
chr17,-,79994596,79995573,NM_016286.4,BS,977
chr7,-,6201409,6213364,NM_001367580.1,BS,11955
chr7,+,142989392,143004789,NM_032982.4,BS,15397
chr11,-,62369689,62371673,NM_153265.3,BS,1984
chr3,-,58413356,58414341,NR_033384.2,BS,985
chr3,-,58417457,58419559,NR_033384.2,BS,2102
chr16,-,2325881,2345741,NM_001089.3,BS,19860
chr22,+,39104849,39129592,NM_004286.5,BS,24743
chr22,+,39111911,39129592,NM_004286.5,BS,17681
chr16,+,81060130,81065090,NM_001100624.3,BS,4960
chr16,+,81045534,81065090,NM_001100624.3,BS,19556
chr16,+,81058319,81065090,NM_001100624.3,BS,6771
chr20,+,62318990,62326833,NM_001283010.1,BS,7843
chr12,+,12966279,12967158,NM_016355.4,BS,879
chr12,+,12966279,12980309,NM_016355.4,BS,14030
chr18,+,61562497,61571122,NM_001143818.2,BS,8625
chr4,+,47574888,47595503,NM_020453.4,BS,20615
chr12,-,53068519,53071264,NM_006121.4,BS,2745
chr19,+,14676429,14676792,NM_001321170.1,BS,363
chr19,+,14676013,14676792,NM_001321170.1,BS,779
chr2,-,230222344,230341969,NM_139072.4,BS,119625
chr4,-,121702297,121719612,NM_001379104.1,BS,17315
chrX,+,11778955,11786801,NM_001193270.2,BS,7846
chrX,+,11778955,11783848,NM_001193270.2,BS,4893
chrX,+,11780248,11793872,NM_001193270.2,BS,13624
chrX,+,11780248,11786801,NM_001193270.2,BS,6553
chr3,-,49314576,49365249,NM_003363.4,BS,50673
chr8,-,71485452,71495559,NM_001317805.2,BS,10107
chr20,+,2635059,2636680,NR_145428.2,BS,1621
chr20,+,2636240,2636680,NR_145428.2,BS,440
chr10,-,94211440,94264654,NM_001322795.2,BS,53214
chr1,+,117509532,117532975,NM_020440.4,BS,23443
chr1,+,117487300,117532975,NM_020440.4,BS,45675
chr1,+,117516837,117532975,NM_020440.4,BS,16138
chr1,+,117484336,117532975,NM_020440.4,BS,48639
chr1,+,117491813,117532975,NM_020440.4,BS,41162
chr10,+,103354414,103364969,NM_001329745.2,BS,10555
chr10,+,103354414,103361093,NM_001329745.2,BS,6679
chr8,+,17843467,17849185,NM_001352633.2,BS,5718
chr7,-,151078209,151093282,NM_001284260.2,BS,15073
chr9,+,6475390,6507054,NR_046386.2,BS,31664
chr10,+,14909081,14913740,NM_016299.4,BS,4659
chr10,+,14881903,14894530,NM_016299.4,BS,12627
chr10,+,14909734,14913740,NM_016299.4,BS,4006
chr10,+,14881903,14909908,NM_016299.4,BS,28005
chr6,-,114468943,114549942,NM_001387047.1,BS,80999
chr16,-,69775773,69786274,NM_014062.3,BS,10501
chr16,-,69775773,69788829,NM_014062.3,BS,13056
chr16,-,69775773,69783533,NM_014062.3,BS,7760
chr16,-,69775773,69782232,NM_014062.3,BS,6459
chr8,+,27292029,27316903,NM_173174.3,BS,24874
chr20,+,2841393,2845701,NM_022575.4,BS,4308
chr20,+,2842699,2847378,NM_022575.4,BS,4679
chr20,+,2841393,2847378,NM_022575.4,BS,5985
chr20,+,2844594,2847378,NM_022575.4,BS,2784
chr20,+,2843710,2845300,NM_022575.4,BS,1590
chr20,+,2842260,2845701,NM_022575.4,BS,3441
chr20,+,2845010,2847378,NM_022575.4,BS,2368
chr20,+,2845623,2846141,NM_022575.4,BS,518
chr20,+,2844824,2847378,NM_022575.4,BS,2554
chr16,+,81812895,81942196,NM_002661.5,BS,129301
chr16,+,81812895,81891961,NM_002661.5,BS,79066
chr12,+,56488185,56497289,NM_001982.4,BS,9104
chr10,-,135175988,135184261,NM_004092.4,BS,8273
chr10,-,135175988,135182526,NM_004092.4,BS,6538
chr10,-,135175988,135183535,NM_004092.4,BS,7547
chr10,-,135175988,135179599,NM_004092.4,BS,3611
chr1,-,46654354,46658262,NM_001243766.2,BS,3908
chr1,+,114522596,114524875,NM_001286352.3,BS,2279
chr19,-,45666190,45667267,NM_024108.3,BS,1077
chr19,-,45666190,45668452,NM_024108.3,BS,2262
chr20,-,17922243,17937681,NM_014426.4,BS,15438
chr20,-,17922243,17929620,NM_014426.4,BS,7377
chr7,-,123210970,123236492,NR_111926.1,BS,25522
chr7,-,123197457,123236492,NR_111926.1,BS,39035
chr7,-,123190523,123236492,NR_111926.1,BS,45969
chr16,+,14234400,14242586,NM_001365421.3,BS,8186
chr8,-,120743013,120793433,NM_003184.4,BS,50420
chr8,-,120743013,120801986,NM_003184.4,BS,58973
chr12,-,122734417,122748746,NM_001351019.2,BS,14329
chr12,-,122745807,122748746,NM_001351019.2,BS,2939
chr12,-,122724424,122748746,NM_001351019.2,BS,24322
chr12,-,122723133,122748746,NM_001351019.2,BS,25613
chr12,-,122729115,122748746,NM_001351019.2,BS,19631
chr12,-,122748118,122748746,NM_001351019.2,BS,628
chr12,-,122726928,122748746,NM_001351019.2,BS,21818
chr11,+,47346812,47348358,NR_164835.1,BS,1546
chr11,+,47345815,47346884,NR_164835.1,BS,1069
chr1,-,153965165,153965565,NM_207308.2,BS,400
chr2,+,173292313,173352358,NM_000210.4,BS,60045
chr4,-,162305048,162421286,NM_020116.5,BS,116238
chr15,-,72491369,72502819,NM_001206796.3,BS,11450
chr15,-,72491369,72502200,NM_001206796.3,BS,10831
chr15,-,72491369,72501232,NM_001206796.3,BS,9863
chr15,-,72491369,72492996,NM_001206796.3,BS,1627
chr15,-,72491369,72499221,NM_001206796.3,BS,7852
chr15,-,72491369,72509841,NM_001206796.3,BS,18472
